PRODUCTO,CANTIDAD,ENTRADA/SALIDA,CONCEPTO,DOCUMENTO,STATUS,CADENA,FECHA DE ENVIO/RECEPCION,GRUPO,COSTO UNIT,MES,A¥O
VELA MAGICA NUMERO 1,5000,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 2,1200,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 3,2400,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 4,1200,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 5,1200,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 6,2400,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 7,2400,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 8,1200,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 9,1200,ENTRADA,COMPRA,P04364,STOCK,CENTRO,16/05/2024,FIESTA,4.2,5,2024
CONTENEDOR A - LT1B035,8000,ENTRADA,COMPRA,P04369,STOCK,ENVASES UNIVERSALES,10/06/2024,CONTENEDORES,8.85,5,2024
CONTENEDOR AA,8000,ENTRADA,COMPRA,P04370,STOCK,VACA,07/06/2024,CONTENEDORES,8.7,5,2024
CONTENEDOR A - LT1B035,400,ENTRADA,COMPRA,P04374,STOCK,ENVASES UNIVERSALES,10/06/2024,CONTENEDORES,8.85,5,2024
LENTE SENCILLO DE 1.00,312,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 1.50,1800,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.00,1800,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.50,2400,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.75,1800,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
CONTENEDOR E  -LT1B028,8064,ENTRADA,COMPRA,P04384,STOCK,VACA,07/06/2024,CONTENEDORES,4.3,5,2024
CONTENEDOR D - LT1B059,8000,ENTRADA,COMPRA,P04384,STOCK,VACA,07/06/2024,CONTENEDORES,5.1,5,2024
LENTE DE SOL HOMBRE,360,ENTRADA,COMPRA,P04386,STOCK,CENTRO LENTE,22/05/2024,LENTE,10.5,5,2024
LENTE DE SOL MUJER,410,ENTRADA,COMPRA,P04386,STOCK,CENTRO LENTE,22/05/2024,LENTE,10.5,5,2024
PINZA DE HIELO,3000,ENTRADA,COMPRA,P04387,STOCK,SERVICIOS INDUSTRIALES,15/05/2024,UTENSILIOS,7,5,2024
JALADOR LIMPIAVIDRIOS 24 CM NEGRO,1500,ENTRADA,COMPRA,P04388,STOCK,TREVI¥O,15/05/2024,AUTOS,19.9,5,2024
RELOJ,50,ENTRADA,COMPRA,P04389,STOCK,CENTRO,22/05/2024,HOGAR,69,5,2024
CUCHARA LISA NYLON,1700,ENTRADA,COMPRA,P04390,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,4.6,5,2024
LENTE SENCILLO DE 1.00,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 1.25,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 1.50,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 1.75,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.00,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.50,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 2.75,312,ENTRADA,COMPRA,P04394,STOCK,YIBA,16/05/2024,LENTE,7,5,2024
ANDADERA FIJA ALUMINIO,50,ENTRADA,COMPRA,P04376,STOCK,MEAPAL ORTOPEDIA,16/05/2024,ORTOPEDIA,255,5,2024
VOLTEADOR RECTO NYLON,2050,ENTRADA,COMPRA,P04390,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,4.6,5,2024
EXPRIMIDOR,5040,ENTRADA,COMPRA,P04319,STOCK,NORDITALIA,17/05/2024,UTENSILIOS,6,4,2024
MATAMOSCAS PLASTICO,3500,ENTRADA,COMPRA,P04365,STOCK,NORDITALIA,17/05/2024,HOGAR,2.25,5,2024
TARRO CERVECERO,72,ENTRADA,COMPRA,P04398,STOCK,JEMAFLEX,21/05/2024,COCINA,16.8,5,2024
JARRA DE 1 LITRO,624,ENTRADA,COMPRA,P04398,STOCK,JEMAFLEX,21/05/2024,COCINA,29.48,5,2024
MICROFIBRA 30X30 VARIOS COLORES,70000,ENTRADA,COMPRA,P04392,STOCK,CECILIA FARAH,19/06/2024,LIMPIEZA,2.5,5,2024
TAPA R-110,48000,ENTRADA,COMPRA,P04393,STOCK,VACA,27/05/2024,CONTENEDORES,1.1,5,2024
CONTENEDOR C - LT1V054,1037,ENTRADA,COMPRA,P04397,STOCK,LUIN,27/05/2024,CONTENEDORES,6.23,5,2024
LENTE DE SOL HOMBRE,216,ENTRADA,COMPRA,P04408,STOCK,CENTRO LENTE,22/05/2024,LENTE,10.5,5,2024
LENTE DE SOL MUJER,312,ENTRADA,COMPRA,P04408,STOCK,CENTRO LENTE,22/05/2024,LENTE,10.5,5,2024
NYLON CUCHARA LISA COLOR,6000,ENTRADA,COMPRA,P04410,STOCK,2W PLASTICOS,11/07/2024,UTENSILIOS,5.84,5,2024
NYLON VOLTEADOR COLOR,6000,ENTRADA,COMPRA,P04410,STOCK,2W PLASTICOS,11/07/2024,UTENSILIOS,5.84,5,2024
NYLON CUCHARON COLOR,3000,ENTRADA,COMPRA,P04410,STOCK,2W PLASTICOS,11/07/2024,UTENSILIOS,6.84,5,2024
VELA MAGICA NUMERO 1,6600,ENTRADA,COMPRA,P04411,STOCK,CENTRO,23/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 2,3600,ENTRADA,COMPRA,P04411,STOCK,CENTRO,23/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 3,4200,ENTRADA,COMPRA,P04411,STOCK,CENTRO,23/05/2024,FIESTA,4.2,5,2024
VELA CHISPERA INSUMO,10000,ENTRADA,COMPRA,P04413,STOCK,CENTRO,28/05/2024,FIESTA,2.75,5,2024
GLOBO CORAZON,1200,ENTRADA,COMPRA,P04417,STOCK,CENTRO,23/05/2024,FIESTA,4,5,2024
"GLOBO METALICO NUMERO 1 DE 16""",5400,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 2 DE 16""",1200,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 3 DE 16""",2400,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 5 DE 16""",700,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 6 DE 16""",400,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 8 DE 16""",300,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
"GLOBO METALICO NUMERO 9 DE 16""",800,ENTRADA,COMPRA,P04419,STOCK,CENTRO,23/05/2024,FIESTA,2.5,5,2024
EXPRIMIDOR,120,ENTRADA,COMPRA,P04421,STOCK,NORDITALIA,14/06/2024,UTENSILIOS,6,5,2024
PINZA DE HIELO,8000,ENTRADA,COMPRA,P04422,STOCK,NORDITALIA,01/06/2024,UTENSILIOS,7,5,2024
TAPA R-110,20000,ENTRADA,COMPRA,P04423,STOCK,VACA,07/06/2024,CONTENEDORES,1.1,5,2024
PORTAMACETAS 25X25 ARMADO CON LLANTAS,200,ENTRADA,COMPRA,P04204,STOCK,CRISTIAN ARTURO BARCENAS,22/05/2024,OTROS,37,4,2024
LENTE SENCILLO DE 3.00,312,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
LENTE SENCILLO DE 3.50,312,ENTRADA,COMPRA,P04379,STOCK,YIBA,22/05/2024,LENTE,7,5,2024
JUEGO DE 2 COLADERAS CH Y MD,1000,ENTRADA,COMPRA,P04365,STOCK,NORDITALIA,22/05/2024,COCINA,7.1,5,2024
ENCENDEDOR RIGIDO,18000,ENTRADA,COMPRA,P04424,STOCK,ALMET,28/05/2024,COCINA,6.47,5,2024
BASTON ALEMAN GRIS,200,ENTRADA,COMPRA,P04341,STOCK,MONTOYA,23/05/2024,ORTOPEDIA,30,5,2024
CONTENEDOR A - LT1B035,5600,ENTRADA,COMPRA,P04427,STOCK,ENVASES UNIVERSALES,21/06/2024,CONTENEDORES,8.85,5,2024
EXPRIMIDOR,1320,ENTRADA,COMPRA,P04367,STOCK,NORDITALIA,25/05/2024,UTENSILIOS,6,5,2024
PINZA PARA ROPA 30 PZAS,460,ENTRADA,COMPRA,P04218,STOCK,NORDITALIA,25/05/2024,HOGAR,7.5,4,2024
MATAMOSCAS PLASTICO,4100,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,25/05/2024,HOGAR,2.25,5,2024
BASTON 4 APOYOS GRIS,200,ENTRADA,COMPRA,P04376,STOCK,MEAPAL ORTOPEDIA,28/05/2024,ORTOPEDIA,90,5,2024
JUEGO DE 2 COLADERAS CH Y MD,200,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,28/05/2024,COCINA,7.1,5,2024
CORTINA METALICA FIESTA,2000,ENTRADA,COMPRA,P04433,STOCK,CENTRO,29/05/2024,FIESTA,7,5,2024
CORTINA METALICA FIESTA,8000,ENTRADA,COMPRA,P04433,STOCK,CENTRO,29/05/2024,FIESTA,7,5,2024
VELA MAGICA NUMERO 1,6000,ENTRADA,COMPRA,P04434,STOCK,CENTRO,29/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 3,4200,ENTRADA,COMPRA,P04434,STOCK,CENTRO,29/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 4,2000,ENTRADA,COMPRA,P04434,STOCK,CENTRO,29/05/2024,FIESTA,4.2,5,2024
VELA MAGICA NUMERO 5,1000,ENTRADA,COMPRA,P04434,STOCK,CENTRO,29/05/2024,FIESTA,4.2,5,2024
RELOJ,50,ENTRADA,COMPRA,P04435,STOCK,CENTRO,29/05/2024,HOGAR,69,5,2024
CUCHILLO DE SIERRA MANGO MADERA,8400,ENTRADA,COMPRA,P04431,STOCK,CENTRO,29/05/2024,UTENSILIOS,3.02,5,2024
"CUCHILLO DE COCINA MANGO MADERA 5""",2700,ENTRADA,COMPRA,P04432,STOCK,ALMET,07/06/2024,UTENSILIOS,6.413757893,5,2024
RODILLO,1500,ENTRADA,COMPRA,P04439,STOCK,MARTIN SANCHEZ,05/06/2024,COCINA,17,5,2024
TABLA CUADRADA 20X30,659,ENTRADA,COMPRA,P04294,STOCK,MANZANARES,30/05/2024,COCINA,15.55,4,2024
TABLA CUADRADA 25X30,679,ENTRADA,COMPRA,P04294,STOCK,MANZANARES,30/05/2024,COCINA,25.2,4,2024
EXPRIMIDOR,1320,ENTRADA,COMPRA,P04421,STOCK,NORDITALIA,01/06/2024,UTENSILIOS,6,5,2024
MATAMOSCAS PLASTICO,3500,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,01/06/2024,HOGAR,2.25,5,2024
ANDADERA FIJA ALUMINIO,50,ENTRADA,COMPRA,P04451,STOCK,MEAPAL ORTOPEDIA,11/06/2024,ORTOPEDIA,255,5,2024
BASTON 4 APOYOS GRIS,150,ENTRADA,COMPRA,P04451,STOCK,MEAPAL ORTOPEDIA,11/06/2024,ORTOPEDIA,90,5,2024
BASTON ALEMAN GRIS,400,ENTRADA,COMPRA,P04450,STOCK,MONTOYA,19/06/2024,ORTOPEDIA,33,5,2024
JUEGO DE 2 COLADERAS CH Y MD,2100,ENTRADA,COMPRA,P04366,STOCK,NORDITALIA,04/06/2024,COCINA,7.1,5,2024
"GLOBO METALICO NUMERO 0 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 1 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 2 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 3 DE 32""",7800,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 4 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 5 DE 32""",7800,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 6 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 7 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 8 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 9 DE 32""",9000,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,4.8,5,2024
CUCHILLO DE SIERRA MANGO MADERA,8400,ENTRADA,COMPRA,P04447,STOCK,CENTRO,06/06/2024,UTENSILIOS,3.02,5,2024
MOLCAJETE,171,ENTRADA,COMPRA,P04453,STOCK,VIRIDIANA,07/06/2024,COCINA,105,6,2024
ENCENDEDOR RIGIDO,15000,ENTRADA,COMPRA,P04454,STOCK,VILCHES,10/06/2024,COCINA,6.47,6,2024
EXPRIMIDOR,1560,ENTRADA,COMPRA,P04455,STOCK,NORDITALIA,24/06/2024,UTENSILIOS,6,6,2024
MACOPAN 21.5X28 CM,2000,ENTRADA,COMPRA,P04456,STOCK,PEDRO SOTELO,12/06/2024,RESPALDOS,0.78,6,2024
LENTE SENCILLO DE 1.50,1800,ENTRADA,COMPRA,P04457,STOCK,YIBA,06/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.00,1200,ENTRADA,COMPRA,P04457,STOCK,YIBA,06/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.50,1200,ENTRADA,COMPRA,P04457,STOCK,YIBA,06/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.75,600,ENTRADA,COMPRA,P04457,STOCK,YIBA,06/06/2024,LENTE,7,6,2024
JUEGO DE 3 COLADERAS,300,ENTRADA,COMPRA,P04461,STOCK,NORDITALIA,19/06/2024,COCINA,12,6,2024
BANNER FELIZ CUMPLEA¥OS,6000,ENTRADA,COMPRA,P04462,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,5.8,6,2024
CORTINA METALICA FIESTA,600,ENTRADA,COMPRA,P04462,STOCK,JOHN NUEVA ERA,04/06/2024,FIESTA,5.8,6,2024
VELA CHISPERA INSUMO,18000,ENTRADA,COMPRA,P04463,STOCK,CENTRO,06/06/2024,FIESTA,2.75,6,2024
TABLA PALETA 20X35,120,ENTRADA,COMPRA,P04465,STOCK,JUAN CARLOS SAVEEDRA,06/06/2024,COCINA,19.45,6,2024
TAPA R-110,30000,ENTRADA,COMPRA,P04466,STOCK,VACA,12/06/2024,CONTENEDORES,1.1,6,2024
CONTENEDOR E  -LT1B028,7056,ENTRADA,COMPRA,P04467,STOCK,VACA,12/06/2024,CONTENEDORES,4.3,6,2024
CONTENEDOR D - LT1B059,15000,ENTRADA,COMPRA,P04467,STOCK,VACA,12/06/2024,CONTENEDORES,5.1,6,2024
RELOJ,100,ENTRADA,COMPRA,P04472,STOCK,CENTRO,06/06/2024,HOGAR,69,6,2024
BANNER FELIZ CUMPLEA¥OS,5346,ENTRADA,COMPRA,P04473,STOCK,CENTRO,07/06/2024,FIESTA,7,6,2024
BANNER FELIZ CUMPLEA¥OS MATE,1700,ENTRADA,COMPRA,P04473,STOCK,CENTRO,07/06/2024,FIESTA,7,6,2024
CORTINA METALICA FIESTA,10227,ENTRADA,COMPRA,P04474,STOCK,CENTRO,08/06/2024,FIESTA,6.5,6,2024
CORTINA CUADRADA METALICA FIESTA,3360,ENTRADA,COMPRA,P04474,STOCK,CENTRO,08/06/2024,FIESTA,8.5,6,2024
LETRERO FELIZ CUMPLEA¥OS GLOBO,8850,ENTRADA,COMPRA,P04475,STOCK,CENTRO,07/06/2024,FIESTA,10.5,6,2024
MANTEL TABLON LISO,8850,ENTRADA,COMPRA,P04476,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,8,6,2024
MANTEL TABLON FELIZ CUMPLEA¥OS,2000,ENTRADA,COMPRA,P04476,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,8,6,2024
CONTENEDOR F-LV1B041,12012,ENTRADA,COMPRA,P04479,STOCK,LUIN,21/06/2024,CONTENEDORES,6.44,6,2024
"GLOBO METALICO NUMERO 3 DE 32""",1200,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,4.8,5,2024
"GLOBO METALICO NUMERO 5 DE 32""",1200,ENTRADA,COMPRA,P04442,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,4.8,5,2024
TABLA CUADRADA 20X30,400,ENTRADA,COMPRA,P04465,STOCK,JUAN CARLOS SAVEEDRA,06/06/2024,COCINA,15.55,6,2024
TABLA CUADRADA 25X30,620,ENTRADA,COMPRA,P04465,STOCK,JUAN CARLOS SAVEEDRA,06/06/2024,COCINA,25.2,6,2024
SILLA DE RUEDAS IMPORTADA,20,ENTRADA,COMPRA,P04481,STOCK,DMH,07/06/2024,ORTOPEDIA,999,6,2024
CAJA 20 PZAS MICROFIBRA 3B,2000,ENTRADA,COMPRA,P04482,STOCK,CECILIA FARAH,25/06/2024,AUTOS,271,6,2024
MULETAS JGO 2 PZAS,48,ENTRADA,COMPRA,P04486,STOCK,SUPERCONFORT,07/06/2024,ORTOPEDIA,240.87,6,2024
"GLOBO METALICO NUMERO 0 DE 16""",410,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 1 DE 16""",290,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 2 DE 16""",480,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 3 DE 16""",470,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 4 DE 16""",160,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 5 DE 16""",400,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 6 DE 16""",120,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 7 DE 16""",260,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 8 DE 16""",120,ENTRADA,COMPRA,P04487,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
BURBUJAS BASTON GRANDE 125ML,456,ENTRADA,COMPRA,P04488,STOCK,CENTRO,11/06/2024,OTROS,7.92,6,2024
"GLOBO METALICO NUMERO 1 DE 16""",1000,ENTRADA,COMPRA,P04489,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 2 DE 16""",1000,ENTRADA,COMPRA,P04489,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,2.5,6,2024
MANTEL TABLON FELIZ CUMPLEA¥OS,1624,ENTRADA,COMPRA,P04493,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,8,6,2024
EXPRIMIDOR,3600,ENTRADA,COMPRA,P04421,STOCK,NORDITALIA,07/06/2024,UTENSILIOS,6,5,2024
ANDADERA FIJA ALUMINIO,150,ENTRADA,COMPRA,P04451,STOCK,MEAPAL ORTOPEDIA,07/06/2024,ORTOPEDIA,315,5,2024
CABESTRILLO GRANDE,50,ENTRADA,COMPRA,P04338,STOCK,PEDRO DEL REY,08/06/2024,ORTOPEDIA,26,5,2024
"GLOBO METALICO NUMERO 1 DE 16""",500,ENTRADA,COMPRA,P04495,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 3 DE 16""",1000,ENTRADA,COMPRA,P04495,STOCK,JOHN NUEVA ERA,07/06/2024,FIESTA,2.5,6,2024
EXPRIMIDOR,360,ENTRADA,COMPRA,P04499,STOCK,NORDITALIA,10/07/2024,UTENSILIOS,6,6,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",3840,ENTRADA,COMPRA,P04500,STOCK,CENTRO,12/06/2024,UTENSILIOS,7.482717542,6,2024
CUCHILLO DE SIERRA MANGO MADERA,8400,ENTRADA,COMPRA,P04501,STOCK,CENTRO,12/06/2024,UTENSILIOS,3.02,6,2024
GLOBO DISCO,800,ENTRADA,COMPRA,P04502,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,8,6,2024
LETRERO FELIZ CUMPLEA¥OS GLOBO,800,ENTRADA,COMPRA,P04503,STOCK,CENTRO,11/06/2024,FIESTA,10,6,2024
ENCENDEDOR RIGIDO,15000,ENTRADA,COMPRA,P04505,STOCK,VILCHES,18/06/2024,COCINA,6.47,6,2024
CABESTRILLO GRANDE,230,ENTRADA,COMPRA,P04506,STOCK,PEDRO DEL REY,08/07/2024,ORTOPEDIA,26,6,2024
CABESTRILLO MEDIANO,100,ENTRADA,COMPRA,P04506,STOCK,PEDRO DEL REY,08/07/2024,ORTOPEDIA,26,6,2024
INMOVILIZADOR,158,ENTRADA,COMPRA,P04506,STOCK,PEDRO DEL REY,08/07/2024,ORTOPEDIA,68,6,2024
DONA,250,ENTRADA,COMPRA,P04507,STOCK,PEDRO DEL REY,12/07/2024,ORTOPEDIA,36.11,6,2024
MICROFIBRA 30X30 VARIOS COLORES,350,ENTRADA,COMPRA,P04511,STOCK,CECILIA FARAH,11/06/2024,LIMPIEZA,2.5,6,2024
MICROFIBRA 40X40 VARIOS COLORES,156,ENTRADA,COMPRA,P04511,STOCK,CECILIA FARAH,11/06/2024,LIMPIEZA,5,6,2024
PINZA GALVANIZADA 30CM,1000,ENTRADA,COMPRA,P04510,STOCK,NORDITALIA,24/06/2024,UTENSILIOS,19.48,6,2024
LETRERO FELIZ CUMPLEA¥OS GLOBO,700,ENTRADA,COMPRA,P04520,STOCK,CENTRO,11/06/2024,FIESTA,10.5,6,2024
BOMBA PARA INFLAR GLOBOS,800,ENTRADA,COMPRA,P04520,STOCK,CENTRO,11/06/2024,FIESTA,10,6,2024
GLOBO CORAZON,500,ENTRADA,COMPRA,P04520,STOCK,CENTRO,11/06/2024,FIESTA,4.5,6,2024
BANNER FELIZ CUMPLEA¥OS,5000,ENTRADA,COMPRA,P04513,STOCK,CENTRO,12/06/2024,FIESTA,12,6,2024
CORTINA CUADRADA METALICA FIESTA,3310,ENTRADA,COMPRA,P04513,STOCK,CENTRO,13/06/2024,FIESTA,8.5,6,2024
MANTEL TABLON FELIZ CUMPLEA¥OS,2300,ENTRADA,COMPRA,P04513,STOCK,CENTRO,12/06/2024,FIESTA,8,6,2024
LETRERO FELIZ CUMPLEA¥OS GLOBO,300,ENTRADA,COMPRA,P04513,STOCK,CENTRO,12/06/2024,FIESTA,10,6,2024
LENTE DE PLUMA 1.25,8,ENTRADA,COMPRA,P04509,STOCK,CENTRO LENTE,12/06/2024,LENTE,16,6,2024
LENTE DE PLUMA 1.50,16,ENTRADA,COMPRA,P04509,STOCK,CENTRO LENTE,12/06/2024,LENTE,16,6,2024
LENTE DE PLUMA 2.75,16,ENTRADA,COMPRA,P04509,STOCK,CENTRO LENTE,12/06/2024,LENTE,16,6,2024
LENTE SENCILLO DE 1.50,1200,ENTRADA,COMPRA,P04514,STOCK,CENTRO LENTE,12/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.00,1800,ENTRADA,COMPRA,P04514,STOCK,CENTRO LENTE,12/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.50,1200,ENTRADA,COMPRA,P04514,STOCK,CENTRO LENTE,12/06/2024,LENTE,7,6,2024
LENTE SENCILLO DE 2.75,1200,ENTRADA,COMPRA,P04514,STOCK,CENTRO LENTE,12/06/2024,LENTE,7,6,2024
BANNER FELIZ CUMPLEA¥OS,5000,ENTRADA,COMPRA,P04515,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,12,6,2024
"GLOBO METALICO NUMERO 1 DE 32""",2000,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.8,6,2024
"GLOBO METALICO NUMERO 0 DE 16""",500,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 1 DE 16""",4000,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 2 DE 16""",3500,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 3 DE 16""",1500,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 4 DE 16""",1000,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
"GLOBO METALICO NUMERO 7 DE 16""",500,ENTRADA,COMPRA,P04516,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,2.5,6,2024
VELA MAGICA NUMERO 2,1000,ENTRADA,COMPRA,P04517,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.2,6,2024
VELA MAGICA NUMERO 5,1000,ENTRADA,COMPRA,P04517,STOCK,JOHN NUEVA ERA,12/06/2024,FIESTA,4.2,6,2024
